id,start_pos,end_pos,surface,type,score
p1270_2,1131,1136,Siria,LOC,0.5767647
p1270_2,1164,1173,Abissinii,LOC,0.53370833
p2243_2,84,88,Enea,PER,0.5680398
p2243_2,126,132,Donato,PER,0.9929426
p2243_2,528,533,Troia,LOC,0.9704219
p4158_8,237,243,Strabo,PER,0.97186583
p4158_8,436,440,Casa,PER,0.4392291
p4158_8,466,469,Cos,PER,0.48923278
p4158_8,485,491,Lemnus,PER,0.8251764
p4158_8,514,520,Homero,PER,0.95245886
p4158_8,537,548,Archilochus,PER,0.92710376
p4158_8,600,607,Eustath,PER,0.812588
p4158_8,635,638,Rom,LOC,0.9682676
p4158_8,669,675,Lysias,PER,0.9128767
p4158_8,683,689,Andoci,PER,0.8803389
p4158_8,789,809,Aristides de Neptuno,PER,0.927817
p4158_8,827,838,Jebbii Oxon,PER,0.9069521
p4158_8,916,923,Aeschyl,PER,0.64035493
p4158_8,972,974,Si,PER,0.59625673
p4158_8,976,983,Propert,PER,0.5907596
p4158_8,1013,1024,Huschke Mis,PER,0.8479512
p4158_8,1051,1067,Praxitelem Paria,PER,0.83841854
p4158_8,1095,1100,Liebe,PER,0.46269897
p32_4,18,23,Celso,PER,0.6986946
p32_4,491,496,Celso,PER,0.9118718
p32_4,656,661,Celso,PER,0.89679956
p2202_2,14,23,Forcellin,LOC,0.4449826
p2202_2,378,382,Vale,PER,0.83099705
p2202_2,418,425,Valerii,PER,0.8032328
p2477_1,622,627,Blair,PER,0.84233063
p2477_1,703,711,Cicerone,PER,0.9987218
p4302_3,142,146,Pisa,LOC,0.9940701
p4302_3,152,155,Mar,LOC,0.27360138
p4147_3,85,94,Teofrasto,PER,0.9258157
p4147_3,96,100,Cara,PER,0.51532537
p4147_3,133,138,Coray,PER,0.524835
p4147_3,276,283,Bologna,LOC,0.99149674
p1789_1,173,180,Ariosto,PER,0.9948096
p1789_1,418,420,Pa,PER,0.5521219
p1789_1,439,447,Angelica,PER,0.7120186
p2991_1,205,208,Mai,PER,0.5468659
p2991_1,211,213,Ci,PER,0.3183295
p2991_1,294,296,Ve,PER,0.41490835
p2991_1,305,310,Force,LOC,0.23959357
p2991_1,317,318,S,LOC,0.46486697
p2991_1,323,324,R,PER,0.3199606
p2991_1,332,335,Qua,PER,0.3977021
p2991_1,475,478,Qui,PER,0.4626636
p2991_1,500,501,S,LOC,0.42642245
p29_3,15,23,Paciaudi,PER,0.95720166
p29_3,48,55,Alfieri,PER,0.9874362
p1534_2,254,261,Augusto,PER,0.99840885
p714_1,448,461,Mad. di Staël,PER,0.8558176
p714_1,463,468,Floro,PER,0.8178538
p4240_1,179,202,Giorgio Gemisto Pletone,PER,0.9988883
p4240_1,273,278,Elena,PER,0.97780025
p4240_1,305,312,Ipomone,PER,0.71394175
p4240_1,328,337,Mustoxidi,PER,0.98827654
p4240_1,340,345,Scinà,PER,0.9812837
p4240_1,604,607,Rec,LOC,0.6044853
p3964_3,60,65,Omero,PER,0.9784064
p3964_3,89,92,Ion,LOC,0.26776382
p3964_3,161,166,Omero,PER,0.97782815
p3964_3,579,588,Democrito,PER,0.95284486
p3964_3,593,599,Ctesia,PER,0.9318835
p3964_3,674,681,Erodoto,PER,0.96586514
p3964_3,812,817,Omero,PER,0.9874234
p3964_3,983,988,Dante,PER,0.99733895
p3964_3,1271,1280,Empedocle,PER,0.94927967
p3964_3,1283,1292,Ippocrate,PER,0.9442332
p3964_3,1367,1372,Omero,PER,0.9833969
p4126_6,158,164,Dupuis,PER,0.5258187
p4126_6,166,172,Parigi,LOC,0.97041017
p3709_1,240,243,For,PER,0.29351926
p3709_1,618,622,Vive,LOC,0.33195174
p4114_1,47,48,V,PER,0.86424035
p4114_1,50,54,Scap,PER,0.7766267
p3684_3,179,189,Forcellini,PER,0.66546166
p4241_3,102,109,Galilei,PER,0.99099356
p4241_3,1131,1138,Alfieri,PER,0.95467365
p4241_3,1257,1268,Quintiliano,PER,0.6531971
p4241_3,1286,1287,E,PER,0.4484024
p4241_3,1306,1313,Galileo,PER,0.98127866
p4166_17,40,47,Luciano,PER,0.9974775
p4148_4,76,78,Di,LOC,0.5924292
p4148_4,84,92,Richelet,LOC,0.86005396
p4148_4,108,115,Trévoux,LOC,0.97944915
p4148_4,134,139,Piron,PER,0.9647447
p4148_4,141,147,Pougen,PER,0.580913
p3486_2,108,113,Atene,LOC,0.9972324
p3486_2,554,562,Terenzio,PER,0.9585082
p3486_2,577,585,Menandro,PER,0.843466
p3486_2,730,731,R,PER,0.5300006
p3486_2,819,822,Dei,PER,0.45454952
p3486_2,997,1004,Luciano,PER,0.9962978
p3486_2,1259,1264,Maria,PER,0.49014258
p2157_1,1764,1775,S. Flaviano,PER,0.926178
p2698_1,390,395,Dante,PER,0.9603651
p2698_1,422,430,Petrarca,PER,0.97317255
p2698_1,435,444,Boccaccio,PER,0.9511705
p2698_1,449,459,Passavanti,PER,0.73096365
p2698_1,497,513,Domenico Cavalca,PER,0.9991772
p208_1,144,150,Thomas,PER,0.96756613
p208_1,485,491,Thomas,PER,0.948455
p4190_8,57,67,Aristophan,PER,0.86946845
p4190_8,101,113,Dio Chrysost,PER,0.9261282
p4190_8,154,159,Lutet,PER,0.87006325
p4190_8,167,173,Morell,PER,0.6904237
p2307_1,177,182,Force,PER,0.6732255
p2307_1,355,360,Force,PER,0.67532766
p2307_1,619,624,Omero,PER,0.9934844
p2879_2,244,272,Dionigi d'Alicarnasso Archae,PER,0.8868176
p2879_2,327,333,Italia,LOC,0.98753023
p2879_2,1197,1207,Corticelli,PER,0.9421916
p2879_2,1214,1216,Bu,PER,0.6863685
p3976_1,1356,1363,Ariosto,PER,0.9778949
p1120_1,189,191,Au,PER,0.55893326
p1120_1,461,466,Festo,PER,0.6698942
p3298_6,133,136,Sve,PER,0.4380304
