id,start_pos,end_pos,surface,type,wb_id,alias
https://digitalzibaldone.net/node/p2977_1,1076,1084,Virgilio,PER,Q1398,Publio Virgilio Marone
https://digitalzibaldone.net/node/p2977_1,1120,1125,Omero,PER,NIL,
https://digitalzibaldone.net/node/p2977_1,1157,1163,Eneide,PER,NIL,
https://digitalzibaldone.net/node/p2977_1,1471,1479,Virgilio,PER,Q1398,Publio Virgilio Marone
https://digitalzibaldone.net/node/p2977_1,1548,1561,Chateaubriand,PER,Q49767,François-René de Chateaubriand
https://digitalzibaldone.net/node/p2977_1,1563,1568,Génie,PER,NIL,
https://digitalzibaldone.net/node/p2977_1,1570,1575,Paris,LOC,Q90,Parigi
https://digitalzibaldone.net/node/p2977_1,1657,1665,Virgilio,PER,Q1398,Publio Virgilio Marone
https://digitalzibaldone.net/node/p2977_1,2106,2114,Virgilio,PER,Q1398,Publio Virgilio Marone
https://digitalzibaldone.net/node/p2977_1,2664,2672,Virgilio,PER,Q1398,Publio Virgilio Marone
https://digitalzibaldone.net/node/p2977_1,2849,2857,Virgilio,LOC,NIL,
https://digitalzibaldone.net/node/p2977_1,3359,3367,Virgilio,PER,Q1398,Publio Virgilio Marone
https://digitalzibaldone.net/node/p2977_1,3430,3444,Chateaubriand.,PER,Q49767,François-René de Chateaubriand
https://digitalzibaldone.net/node/p2980_1,354,359,Omero,PER,NIL,
https://digitalzibaldone.net/node/p2981_1,28,33,Omero,PER,Q8467,ʿUmar ibn al-Khaṭṭāb
https://digitalzibaldone.net/node/p2981_1,416,424,Messiade,PER,NIL,
https://digitalzibaldone.net/node/p2982_1,36,41,Omero,PER,Q8467,ʿUmar ibn al-Khaṭṭāb
https://digitalzibaldone.net/node/p2982_1,646,651,Omero,PER,Q8467,ʿUmar ibn al-Khaṭṭāb
https://digitalzibaldone.net/node/p2982_1,669,675,Iliade,PER,NIL,
https://digitalzibaldone.net/node/p2983_2,14,22,Cervello,PER,NIL,
https://digitalzibaldone.net/node/p2983_2,89,97,Crivello,PER,NIL,
https://digitalzibaldone.net/node/p2983_2,508,514,Crusca,PER,NIL,
https://digitalzibaldone.net/node/p2983_2,802,807,Vieux,PER,NIL,
https://digitalzibaldone.net/node/p2984_1,0,7,Trapano,PER,NIL,
https://digitalzibaldone.net/node/p2984_2,282,292,Forcellini,PER,NIL,
https://digitalzibaldone.net/node/p2986_2,60,66,Nuvolo,PER,NIL,
https://digitalzibaldone.net/node/p2986_2,117,123,Pavolo,PER,Q9200,Paolo di Tarso
https://digitalzibaldone.net/node/p2986_2,126,131,Pavlo,PER,Q9200,Paolo di Tarso
https://digitalzibaldone.net/node/p2986_2,151,156,Pablo,PER,Q9200,Paolo di Tarso
https://digitalzibaldone.net/node/p2987_1,166,202,Predicador Fray Gerundio de Campazas,PER,NIL,
https://digitalzibaldone.net/node/p2987_1,237,252,Bastian Borrego,PER,NIL,
https://digitalzibaldone.net/node/p2987_3,465,480,Pomponio Attico,PER,Q311733,Tito Pomponio Attico
https://digitalzibaldone.net/node/p2987_3,1236,1239,Dio,PER,Q2155501,Dio
https://digitalzibaldone.net/node/p2991_1,317,318,S,LOC,NIL,
https://digitalzibaldone.net/node/p2991_1,332,338,Quaeso,PER,Q1048,Gaio Giulio Cesare
https://digitalzibaldone.net/node/p2991_1,475,482,Quintil,PER,Q193769,Marco Fabio Quintiliano
https://digitalzibaldone.net/node/p2991_1,488,495,Forcell,PER,NIL,
https://digitalzibaldone.net/node/p2991_1,500,501,S,LOC,NIL,
https://digitalzibaldone.net/node/p2991_1,1518,1524,Haesum,PER,NIL,
https://digitalzibaldone.net/node/p2991_1,1643,1650,Diomede,PER,NIL,
https://digitalzibaldone.net/node/p2991_1,1676,1683,Forcell,PER,NIL,
https://digitalzibaldone.net/node/p2991_1,1685,1691,Haereo,PER,NIL,
https://digitalzibaldone.net/node/p2991_1,2327,2331,Virg,PER,Q1398,Publio Virgilio Marone
https://digitalzibaldone.net/node/p2991_1,2890,2903,Comici Plauto,PER,Q47160,Tito Maccio Plauto
https://digitalzibaldone.net/node/p2991_1,2906,2914,Terenzio,PER,Q172048,Publio Terenzio Afro
https://digitalzibaldone.net/node/p2995_1,393,399,Crusca,PER,NIL,
https://digitalzibaldone.net/node/p2995_1,405,415,Buommattei,PER,Q3638052,Benedetto Buommattei
https://digitalzibaldone.net/node/p2995_2,19,26,Fischer,PER,Q14939195,Johann Gustav Fischer
https://digitalzibaldone.net/node/p2995_2,49,56,Grammat,PER,NIL,
https://digitalzibaldone.net/node/p2995_2,68,74,Weller,PER,Q111128,Jakob Weller
https://digitalzibaldone.net/node/p2995_2,292,299,Fischer,PER,Q14939195,Johann Gustav Fischer
https://digitalzibaldone.net/node/p2996_1,755,765,V. Forcell,PER,Q222923,Vincenzo Foppa
https://digitalzibaldone.net/node/p2996_1,770,771,A,LOC,NIL,
https://digitalzibaldone.net/node/p2996_1,1115,1117,V.,PER,NIL,
https://digitalzibaldone.net/node/p2996_1,1667,1673,Aucupo,PER,NIL,
https://digitalzibaldone.net/node/p2996_1,1724,1731,Nuncupo,PER,NIL,
https://digitalzibaldone.net/node/p2996_1,2010,2017,Opitulo,PER,NIL,
https://digitalzibaldone.net/node/p2996_1,2116,2123,Forcell,PER,NIL,
https://digitalzibaldone.net/node/p2996_1,2128,2133,Tollo,LOC,Q51300,Tollo
https://digitalzibaldone.net/node/p2996_1,2219,2226,Forcell,PER,NIL,
https://digitalzibaldone.net/node/p2998_3,0,8,Aspernor,PER,NIL,
https://digitalzibaldone.net/node/p2998_3,291,298,V. Forc,PER,Q1632902,Vincenzo de' Rossi
https://digitalzibaldone.net/node/p2998_3,303,308,Crepo,LOC,NIL,
https://digitalzibaldone.net/node/p2999_1,45,51,Aminta,PER,NIL,
https://digitalzibaldone.net/node/p3000_2,474,481,Platone,PER,Q859,Platone
https://digitalzibaldone.net/node/p3000_2,498,503,Astii,PER,Q749500,Asteio di Durazzo
